quote;date;month;year
Lire le médiaL’effet noix du Brésil est un phénomène de ségrégation au terme duquel, dans un matériau granulaire soumis à secousses, les particules les plus grosses se retrouvent en surface (vidéo).;2018-08-17;8;2018
Les militaires français obtinrent le droit de vote le 17 août 1945.;2018-08-17;8;2018
Les Phéniciens ont inventé la pourpre, par le biais de mucus de gastéropodes du genre Murex (photo).;2018-08-17;8;2018
C’est en 1952 qu’apparut en français, sous la plume de Michèle Leleu, le terme de « diariste » pour désigner l’auteur de journal intime.;2018-08-17;8;2018
Selon deux théories, le grand incendie de Chicago de 1871 (image) peut être d’origine bovine ou extraterrestre.;2018-08-18;8;2018
Connu pour ses Vies parallèles des hommes illustres, Plutarque a aussi rédigé un traité sur les Conduites méritoires de femmes dans ses Œuvres morales.;2018-08-18;8;2018
Au sortir de la Seconde Guerre mondiale, Le Touquet-Paris-Plage fut la commune la plus minée de France avec 106 745 mines.;2018-08-18;8;2018
49 ans après l’accident nucléaire de Palomares, l’Espagne et les États-Unis ont signé un accord pour que la terre contaminée soit transportée sur le sol américain.;2018-08-18;8;2018
Mentionné de manière erronée en 2017 dans une déclaration du ministre des Affaires étrangères polonais Witold Waszczykowski, l’État de San Escobar n’existe pas, mais s’est vu doté d’un drapeau.;2018-08-19;8;2018
Dans le film Premier Contact, le vaisseau des heptapodes s’inspire de la forme de l’astéroïde (15) Eunomie (modèle).;2018-08-19;8;2018
En italien, Obélix proclame souvent : « SPQR ».;2018-08-19;8;2018
Le carré de Polybe (tableau), présenté pour la première fois vers 150 av. J.-C. par l’auteur grec éponyme, est une technique de chiffrement.;2018-08-19;8;2018
Pour faire paraître ses deux premiers romans en France, Andreï Makine dut les présenter faussement comme traduits du russe.;2018-08-20;8;2018
Le Sénégalais Baba Sy (photo) ne sut jamais qu’il était champion du monde du jeu de dames.;2018-08-20;8;2018
Aucun brevet n’a été déposé pour l’Hyperloop (vue d’artiste).;2018-08-20;8;2018
La liste des rois de l’Italie unifiée et indépendante commence par un numéro II.;2018-08-20;8;2018
Pour l’année 2008, la revue scientifique Acta Crystallographica Section A obtint, grâce à un seul article, un facteur d’impact supérieur à ceux de Nature et Science.;2018-08-21;8;2018
La filiation pianistique d’Hélène Grimaud (photo) la sépare de cent ans et trois générations du maître de l’école française de piano du Conservatoire de Paris, Isidor Philipp.;2018-08-21;8;2018
En 2017, les communes d’Hyencourt-le-Grand, Pertain et Omiécourt ont fusionné dans Hypercourt.;2018-08-21;8;2018
Le désert du Thar (photo), à la frontière entre l’Inde et le Pakistan, était considéré en 2001 comme le plus densément peuplé du monde, avec 83 habitants/km2.;2018-08-21;8;2018
Dans sa thèse de médecine, soutenue à Lyon en 1897 et restée inexploitée, Ernest Duchesne (photo) mettait en évidence l’action antibiotique du Penicillium, 32 ans avant Alexander Fleming.;2018-08-22;8;2018
En 2018, le Bhoutan est le seul pays au monde avec un bilan carbone négatif, et vise à devenir le premier pays avec une agriculture 100 % biologique, d’ici 2020.;2018-08-22;8;2018
Le rapport entre Zog Ier, roi des Albanais (photo), et Muskar XII, roi de Syldavie, fait débat parmi les tintinologues.;2018-08-22;8;2018
Le physicien Sadi Carnot a jeté les bases de la thermodynamique avec son unique ouvrage, les Réflexions sur la puissance motrice du feu (1824).;2018-08-22;8;2018
La première description connue de la galaxie d’Andromède est celle de Abd al-Rahman al-Soufi en 964.;2018-08-23;8;2018
En droit pénal français, le séjour irrégulier n’est plus un délit depuis la loi Valls du 31 décembre 2012.;2018-08-23;8;2018
Un océan se creuse dans la vallée du grand rift depuis 2005 (photo).;2018-08-23;8;2018
La répression de la communauté théocratique et collectiviste de Canudos par les forces républicaines brésiliennes (photo), à la fin du XIXe siècle, s’est explicitement appuyée sur l’exemple de la Vendée.;2018-08-23;8;2018
En août 1901, l’infirmière américaine Clara Maass (timbre), qui s’était portée volontaire pour subir les piqûres de moustiques porteurs de la fièvre jaune, fut infectée une seconde fois et en mourut.;2018-08-24;8;2018
La République en marche est le titre d’une chronique parlementaire tenue par Émile Zola (signature) en 1871-1872.;2018-08-24;8;2018
Bien que la partition de Vexations d’Erik Satie se joue en deux minutes environ, sa représentation en concert pourra durer 24 heures : elle doit être interprétée 840 fois.;2018-08-24;8;2018
À Rome, sous l’Empire, une année pouvait compter jusqu’à 175 jours de fêtes religieuses.;2018-08-24;8;2018
Certains traits anatomiques du Renard roux — vibrisses (photo), canines développées, pupille verticale, tapetum lucidum, poils interdigitaux et griffes rétractiles — manifestent une convergence évolutive avec le Chat.;2018-08-25;8;2018
En France, l’A1 vous permet de sortir de Paris aussi bien que d’arriver à Fort-de-France.;2018-08-25;8;2018
La ligne La Spezia-Rimini (carte) sépare les aires romanes occidentale, au nord, et orientale, au sud.;2018-08-25;8;2018
Les règles originelles des échecs limitaient le déplacement du fou et de la dame à deux et à une seule case respectivement.;2018-08-25;8;2018
La respiration circulaire est aussi utile aux joueurs de didgeridoo qu’aux souffleurs de verre.;2018-08-26;8;2018
La commune du Mont-Saint-Michel (photo) possède davantage de monuments historiques (61) que de résidents permanents (33 en 2015).;2018-08-26;8;2018
Le colibri à tête bleue (photo) est endémique des îles voisines de la Dominique et la Martinique.;2018-08-26;8;2018
En 1975, le préfet Jacques Gandouin est suspendu de ses fonctions pour avoir déclaré à l’adresse d’un preneur d’otages : « où que tu ailles, tu te feras piquer, eh con ! »;2018-08-26;8;2018
Le Parti communiste chinois compte huit immortels, en référence aux divinités du taoïsme.;2018-08-27;8;2018
La 1 franc Semeuse (photo du haut) et la 1 centime épi (photo du bas) détiennent le record de longévité de frappe des pièces en franc français.;2018-08-27;8;2018
Sir Nils Olav (photo), général de brigade de la Garde royale norvégienne, est un manchot royal.;2018-08-27;8;2018
Le terme « libertaire » fut forgé par Joseph Déjacque, pamphlétaire anarchiste, par opposition à « libéral ».;2018-08-27;8;2018
La ville de Saint Augustine (photo), le plus ancien établissement d’origine européenne resté continument occupé sur le territoire continental des États-Unis, a été fondée en 1565, 11 jours après la Saint-Augustin.;2018-08-28;8;2018
Le jeu du badminton a été inventé par des officiers britanniques de retour des Indes, au château de Badminton.;2018-08-28;8;2018
En 1939, au Royaume-Uni, environ 750 000 animaux de compagnie (chats, chiens) ont été massacrés afin de prévenir la probable pénurie alimentaire, une brochure recommandant l’usage d’une arme à feu ayant même été éditée (photo).;2018-08-28;8;2018
Auteur d’une œuvre personnelle, Paul Pavlowitch est pourtant surtout connu pour s’être fait passer, à la demande de son cousin Romain Gary, pour l’utilisateur du pseudonyme « Émile Ajar ».;2018-08-28;8;2018
Le corps du gendarme que le prisonnier nationaliste camerounais Jacob Fossi entraîna avec lui lors de son exécution dans les chutes de la Métché n'a jamais été retrouvé.;2018-08-29;8;2018
La société DreamWorks n’a jamais confirmé que le catcheur Maurice Tillet (photo), dit The French Angel, ait inspiré le personnage de l’ogre Shrek.;2018-08-29;8;2018
La première machine à courant continu a été inventée par le Belge Zénobe Gramme, menuisier de formation (statue).;2018-08-29;8;2018
S’il participe à l’articulation, l’os hyoïde du cou est le seul du squelette à ne pas être articulé à un autre.;2018-08-29;8;2018
En 1973, le seul musée de ventriloquie au monde, le musée Vent Haven, est créé dans une petite ville du Kentucky, Fort Mitchell.;2018-08-30;8;2018
Le terme « quark » (diagramme) provient d’une phrase du roman Finnegans Wake de James Joyce : « Three Quarks for Muster Mark ! »;2018-08-30;8;2018
La seconde opération du visa a permis de diviser par deux la dette publique de la France laissée par le règne de Louis XIV.;2018-08-30;8;2018
La Semeuse d’Oscar Roty, pour laquelle plusieurs modèles auraient posé (photo), tiendrait son visage de Rosalina Pesce, une immigrée italienne alors agée de onze ans.;2018-08-30;8;2018
Peu après l’annulation de son mariage avec Louis VII pour motif de consanguinité, Aliénor d’Aquitaine épousa Henri II (gisants) avec qui elle partageait le même lien de parenté.;2018-08-31;8;2018
En France, la création d’un portrait-robot génétique au cours d’une enquête de police est reconnue légale depuis 2014.;2018-08-31;8;2018
En 732, dénonçant « une pratique abominable », le pape Grégoire III proscrivit la consommation de la viande de cheval.;2018-08-31;8;2018
Il y a 3 944 façons de réaliser un nine-darter (jeu parfait) aux fléchettes (tableau).;2018-08-31;8;2018
L’arrêté Chaptal (photo), réclamé par Napoléon, est consacré comme fondateur des musées de province français.;2018-09-01;9;2018
Chaque 1er septembre à 11 h 30, la gare de King’s Cross, à Londres, annonce le départ du Poudlard Express.;2018-09-01;9;2018
La ville savoyarde d’Albertville (photo) doit son nom à Charles-Albert de Sardaigne, père du futur premier roi d’Italie.;2018-09-01;9;2018
La part de la production d’électricité nucléaire dans la production électrique mondiale a atteint son plus haut point historique en 1993, à hauteur de 17 %.;2018-09-01;9;2018
Dans la fiction, c’est Xavier Guichard (photo), directeur de la police judiciaire au « 36 », personnage bien réel, qui nomme le futur commissaire Maigret inspecteur de police à la brigade spéciale.;2018-09-02;9;2018
L’ensalada (littéralement « salade » en espagnol) est un genre musical mélangeant dans un même morceau différents styles musicaux, langues ou onomatopées.;2018-09-02;9;2018
Kimi Räikkönen détient toujours le record officiel de vitesse dans le cadre d’un Grand Prix de Formule 1, qu’il a établi, à 370,1 km/h, au volant d’une McLaren MP4-20 (photo) pendant le Grand Prix d’Italie 2005.;2018-09-02;9;2018
La première loi relative au traitement automatisé des informations nominatives fut votée par le Landtag de Hesse, en 1970.;2018-09-02;9;2018
Au Muséum d’histoire naturelle de Genève, une tortue à deux têtes (photo) fête ses 21 ans en 2018.;2018-09-03;9;2018
À l’âge de 15 ans, Neil Ibata a cosigné, notamment avec son père, l’astrophysicien Rodrigo Ibata, un article dans la revue Nature annonçant la découverte de la rotation d’un disque de galaxies naines autour de la galaxie d’Andromède.;2018-09-03;9;2018
Les Atholl Highlanders (photo), fantassins écossais, constituent le seul régiment privé en Europe.;2018-09-03;9;2018
En 1957, on soutint la thèse de Maurice Audin en son absence, sans savoir s’il était encore en vie.;2018-09-03;9;2018
La série télévisée L’Instit fut lancée en réponse à une demande du président François Mitterrand, afin de limiter la montée du Front national.;2018-09-04;9;2018
La mousse de chêne (photo), le plus commun des lichens fruticuleux corticoles en Europe, autrefois employée à rembourrer les momies, bourrer les armes à silex et blanchir les perruques, est encore utilisée en parfumerie pour la production du chypre.;2018-09-04;9;2018
Avant de devenir célèbre, Jean-Jacques Rousseau avait entamé la rédaction d’une Encyclopédie du deuxième sexe, en collaboration avec Madame Dupin (illustration).;2018-09-04;9;2018
La SACEM a été créée après le refus de trois auteurs et compositeurs de payer leurs consommations dans un café-concert.;2018-09-04;9;2018
C’est au soulèvement des Communautés de Castille (photo) contre Charles Quint que fait référence la bande violette du drapeau républicain espagnol (dessin).;2018-09-05;9;2018
En 1794, l’entrée de la dépouille de Marat au Panthéon coïncida avec la sortie de celle de Mirabeau, premier panthéonisé en 1791.;2018-09-05;9;2018
Le dépôt légal, institué en France en 1537, se faisait à l’origine à la bibliothèque du roi à Blois (photo).;2018-09-05;9;2018
Le Cheval d’orgueil, de Pierre-Jakez Hélias — qui fut porté à l’écran par Claude Chabrol —, a été traduit du breton par son auteur.;2018-09-05;9;2018
Dans les années 1970, Apple a payé quelque 40 000 $ au Stanford Research Institute pour acquérir la licence de la souris inventée en 1967 par Douglas Engelbart (prototype).;2018-09-06;9;2018
De deux en 1665, le nombre de revues scientifiques est passé à une centaine en 1800, puis à une centaine de milliers en 1990.;2018-09-06;9;2018
Pendu en 1885 pour trahison, le Métis Louis Riel (photo) est reconnu officiellement depuis 1992 comme le fondateur du Manitoba et souvent cité, au titre de cette province canadienne, parmi les Pères de la Confédération.;2018-09-06;9;2018
Le premier volume de Gen d’Hiroshima a été en 1983 le premier album de manga publié en France.;2018-09-06;9;2018
John Brookfield et David Papineau estiment que c’est l’œuf qui a précédé la poule.;2018-09-07;9;2018
Le visage de l’Inconnue de la Seine (photo) est reproduit sur un mannequin d’entraînement aux premiers secours.;2018-09-07;9;2018
Le 7 septembre est devenu en Australie la « journée nationale des espèces menacées » pour commémorer la mort du dernier thylacine (photo).;2018-09-07;9;2018
Depuis 1971, l’Imprimerie nationale édite un Lexique des règles typographiques en usage à l’Imprimerie nationale, considéré comme l’un des ouvrages de référence en matière de typographie en français.;2018-09-07;9;2018
Sous l’influence de Murray Bookchin (photo), Abdullah Öcalan et, à sa suite, le Parti des travailleurs du Kurdistan, ont remplacé le marxisme-léninisme par un confédéralisme démocratique inspiré du municipalisme libertaire.;2018-09-08;9;2018
L’humoriste Pierre Dac fut l’unique civil à être nommé membre d’honneur du groupe de bombardement Lorraine.;2018-09-08;9;2018
Étymologiquement, les îles Canaries sont les « îles aux chiens » (armoiries).;2018-09-08;9;2018
Victoire Thivisol avait 5 ans lors de la Mostra de Venise 1996, quand elle est devenue la plus jeune des lauréates de la Coupe Volpi (prix de la meilleure interprétation féminine).;2018-09-08;9;2018
Déception commerciale, le film Last Action Hero devait profiter d’un support publicitaire sur la fusée Conestoga 1620 (photo), qui fut lancée avec plus de deux ans de retard et explosa en vol.;2018-09-09;9;2018
Rachid Nejmetdinov, qui a un score positif dans les 20 parties qu’il a jouées contre les champions du monde d’échecs, n’a jamais atteint à ce jeu le rang de grand maître international.;2018-09-09;9;2018
Croquis architectural daté du IXe siècle, le plan de Saint-Gall (photo) n’est pas un plan de Saint-Gall.;2018-09-09;9;2018
"Le 3 août 1546, peu avant d’être exécuté pour hérésie sur la place Maubert, Étienne Dolet aurait composé le pentamètre suivant en forme de jeu de mots : « Non dolet ipse Dolet, sed pia turba dolet » (« Ce n’est pas lui-même, Dolet, qui souffre ; c’est la foule pieuse »).";2018-09-09;9;2018
Entre 1920 et 1983, la petite île de Niuafoʻou (photo) aux Tonga a envoyé plus d’un million et demi de lettres à travers des boîtes de conserve.;2018-09-10;9;2018
Le 6 août 1991, Tim Berners-Lee annonce la naissance du World Wide Web sur Usenet.;2018-09-10;9;2018
L’effet barbecue est controversé.;2018-09-10;9;2018
La joueuse de tennis américaine Alice Marble (photo) a relaté dans son autobiographie comment elle fut blessée par une balle de revers en cherchant à percer un secret bancaire suisse.;2018-09-10;9;2018
L’AVE Mizar, une voiture volante qui s’est écrasée le 11 septembre 1973 en tuant son concepteur et son pilote, était constituée de l’arrière d’un Cessna Skymaster couplé à une Ford Pinto (photo).;2018-09-11;9;2018
Avant de renverser Salvador Allende, Augusto Pinochet avait déclaré, en réaction à une manifestation des conservateurs, espérer « que l’armée n’aura pas à descendre dans la rue, parce que ce sera pour tuer », fait saisir un journal de l’opposition conservatrice puis fait déjouer une tentative de putsch.;2018-09-11;9;2018
Pour leurrer l’aviation allemande de bombardement nocturne, une réplique de Paris (image), inachevée, fut mise en place à partir de septembre 1918.;2018-09-11;9;2018
Le film italien Sicilian Ghost Story, réalisé par Fabio Grassadonia et Antonio Piazza, est directement inspiré du meurtre de Giuseppe Di Matteo, l’enfant d’un repenti, séquestré par la Cosa nostra durant trois ans.;2018-09-11;9;2018
Après avoir tué J. G. Parry-Thomas, Babs (photo) fut ensevelie dans une dune pendant 40 ans.;2018-09-12;9;2018
Le 12 septembre est un jour férié dans l’oblast d’Oulianovsk, avec pour objectif de favoriser les naissances le 12 juin, jour de la fête nationale russe.;2018-09-12;9;2018
Les premiers cas documentés de tungose, maladie causée par la puce-chique (photo), ont été relevés sur des marins de la Santa María de Christophe Colomb, après son naufrage sur les côtes d’Haïti.;2018-09-12;9;2018
Erin go Bragh (« Irlande pour toujours ») était la devise du Batallón de San Patricio de la guerre américano-mexicaine, honoré au Mexique le 12 septembre et à la Saint Patrick.;2018-09-12;9;2018
Petit escargot endémique des Apennins, la Clausilie romaine s’observe aussi dans les arènes de Nîmes où elle aurait été introduite par les Romains.;2018-09-13;9;2018
Plus d’un millier de célébrités comme Rose Delaunay (gravure) ont vanté les vertus du vin Mariani. Leurs messages publicitaires précédés chacun d’une courte biographie sont réunis dans les quatorze volumes de l’Album Mariani publiés entre 1894 et 1925.;2018-09-13;9;2018
Alors que la température de la surface solaire avoisine les 6 000 kelvins, celle de la couronne solaire (photo) approche les 2 millions de kelvins.;2018-09-13;9;2018
Depuis 2008, les archives françaises concernant les armes de destruction massive sont incommunicables.;2018-09-13;9;2018
Le piton de la Fournaise (panorama) est un volcan bouclier, comme le mont Olympe sur Mars.;2018-09-14;9;2018
En 1975, Que la fête commence ressuscitait à l’écran un Chirac et une Fillon venus du XVIIIe siècle.;2018-09-14;9;2018
La formule E = mc2 apparaît dès 1900 dans un article du physicien français Henri Poincaré (photo), 5 ans avant l’annus mirabilis d’Albert Einstein.;2018-09-14;9;2018
Comme plus de 4 millions de personnes, tout contributeur à Wikipédia peut obtenir un ORCID.;2018-09-14;9;2018
Les Indiens Chocó exposent des grenouilles toxiques (dessin) vivantes au feu pour qu’elles exsudent le poison dont ils enduisent leurs flèches.;2018-09-15;9;2018
Le débit des flots remplissant la Méditerranée il y a 5,33 millions d’années a potentiellement été près de mille fois plus élevé que celui moyen de l’Amazone actuel.;2018-09-15;9;2018
Le corps du dernier roi d’Italie repose à Hautecombe (photo) auprès de ses ancêtres savoyards et non auprès de ses ancêtres italiens.;2018-09-15;9;2018
La Colombie est, en 2018, le deuxième pays le plus miné au monde, après l’Afghanistan.;2018-09-15;9;2018
Ce n’est qu’en 1994 que le dernier théorème de Fermat, énoncé par le grand mathématicien au XVIIe siècle, fut démontré par Andrew Wiles.;2018-09-16;9;2018
Lors de leurs cérémonies d’initiation, les Iatmul de Nouvelle-Guinée simulent le son d’un crocodile surnaturel avec un idiophone appelé tambour d’eau (photo).;2018-09-16;9;2018
Le phénomène de cavitation, destructeur pour les hélices de bateau (photo), est utilisé en médecine pour le traitement des calculs.;2018-09-16;9;2018
Selon un sondage, en 2001, 20 % des Canadiens étaient favorables à l’annexion de leur pays par les États-Unis (ce pourcentage montait même à 33,9 % pour le Québec).;2018-09-16;9;2018
La tour radio de Hellisandur (photo), en Islande, est la plus haute structure d’Europe de l’Ouest.;2018-09-17;9;2018
L’article 16 de la Constitution de la Cinquième République française comporte une faute d’accord, non corrigée à ce jour.;2018-09-17;9;2018
Contrairement à ce que son nom indique, une marmite norvégienne (photo) n’est pas forcément une marmite, et il n’est pas sûr qu’elle soit d’origine norvégienne.;2018-09-17;9;2018
Les abeilles mènent une « danse » pour communiquer.;2018-09-17;9;2018
L’église Saint-Michel d’Aiguilhe (photo) est édifiée au sommet d’un piton volcanique, le rocher d’Aiguilhe, de 82 mètres de hauteur.;2018-09-18;9;2018
L’Académie des Jeux floraux, fondée en 1323 à Toulouse, est tenue pour la plus ancienne société littéraire d’Europe.;2018-09-18;9;2018
Kablouna, récit du voyage de l’aventurier français Gontran de Poncins (photo) chez les Inuits canadiens, fut d’abord publié en anglais, aux États-Unis, où il reste considéré comme un classique du genre.;2018-09-18;9;2018
Un souverain déchu de son pouvoir par une médiatisation peut conserver ses titres de noblesse.;2018-09-18;9;2018
Une quarantaine d’années avant Le Roi lion, Le Roi Léo racontait, en anglais, les aventures du lion Kimba.;2018-09-19;9;2018
L’île de Fonuafo‘ou (carte), aux Tonga, apparaît et disparaît régulièrement dans l’océan Pacifique.;2018-09-19;9;2018
Environ 20 % des policiers du Danemark ont été arrêtés en septembre 1944, puis déportés en Allemagne.;2018-09-19;9;2018
Le poème Les Bains de Pouzzoles, qui décrit les vertus thérapeutiques des thermes de la ville (enluminure), a connu une large diffusion auprès des médecins du XIIIe siècle.;2018-09-19;9;2018
Malin Head (photo), le point le plus au nord de l’Irlande, n’est pas en Irlande du Nord.;2018-09-20;9;2018
Charles François Dumouriez, un des vainqueurs de Valmy — victoire associée à la République proclamée le lendemain —, offrit ensuite ses services à la monarchie de Habsbourg.;2018-09-20;9;2018
Le tambo art (photo) est une forme de land art qui consiste à créer des œuvres picturales géantes en faisant pousser du riz.;2018-09-20;9;2018
Après avoir tenté de faire évader son roi captif Démétrios II, le Séleucide Callimandre fut récompensé pour sa fidélité par Phraatès II, roi des Parthes.;2018-09-20;9;2018
Le château de Savigny-lès-Beaune (photo) abrite la plus importante collection privée d’avions de chasse au monde.;2018-09-21;9;2018
Depuis une dizaine d’années, des vaisseaux fantômes nord-coréens s’échouent sur les côtes japonaises, certains avec à leur bord les cadavres de leurs membres d’équipage.;2018-09-21;9;2018
Certaines fourmis de l’espèce Cephalotes texanus peuvent bloquer l’entrée de leur nid avec leur tête (photo).;2018-09-21;9;2018
Créée en 1826 et toujours active, la Société polymathique du Morbihan a rassemblé une collection d’environ 45 000 pièces archéologiques et découvert plus de cent sites et monuments.;2018-09-21;9;2018
Selon Ford Madox Ford, la lecture de la 99e page d’un roman serait suffisante pour évaluer l’envie de lire ou non le livre.;2018-09-22;9;2018
Adultes, les schistosomes, vers plats responsables de la bilharziose, restent accouplés (schéma) quasi en permanence.;2018-09-22;9;2018
Un canon à poulets sert à projeter des carcasses entières de poulets ou des blocs de gélatine sur des éléments d’aéronefs.;2018-09-22;9;2018
La finesse du voile sculpté du Christ voilé (photo) de Giuseppe Sanmartino laissa croire qu’il était le résultat d’un processus alchimique transformant le tissu en marbre.;2018-09-22;9;2018
À l’issue de la bataille de Fort Necessity (photo), George Washington se rendit à l’armée française.;2018-09-23;9;2018
Mayenne, où coule la Mayenne, est le chef-lieu du canton de Mayenne et de l’arrondissement de Mayenne, subdivisions du département de la Mayenne, et le siège de Mayenne Communauté.;2018-09-23;9;2018
La météorite d’Hoba (photo), classée monument national de Namibie, est avec une masse de quelque 60 tonnes la plus grande météorite connue.;2018-09-23;9;2018
Des centaines de personnes ont l’espéranto comme langue maternelle.;2018-09-23;9;2018
Lors de la métamorphose de la forme larvaire à la forme adulte, un des yeux des poissons pleuronectiformes (photo) migre de l’autre coté de la tête.;2018-09-24;9;2018
Raymond Péricat a créé le Parti communiste français plus d’un an avant la fondation du Parti communiste français.;2018-09-24;9;2018
En 1920, année de la canonisation de la Pucelle d’Orléans (peinture), Jeanne d’Arc se classa au deuxième rang des prénoms féminins les plus populaires au Québec.;2018-09-24;9;2018
Bien que le recueil de statistiques ethniques soit interdit par la loi française, une dérogation l’autorise pour le recensement de la population néo-calédonienne.;2018-09-24;9;2018
Jusqu’en 1987, des canaris étaient utilisés dans les mines de charbon du Royaume-Uni pour détecter les gaz toxiques.;2018-09-25;9;2018
La fabella (radiographie) est un os sésamoïde présent chez près de 30 % des individus européens.;2018-09-25;9;2018
Ayant maculé d’encre une page du manuscrit de Daphnis et Chloé (tableau) sur lequel il travaillait, l’helléniste Paul-Louis Courier fut accusé d’avoir agi à dessein, pour en empêcher toute nouvelle lecture.;2018-09-25;9;2018
Au long de sa carrière littéraire, Fernando Pessoa (dont le patronyme peut se traduire par « Personne ») usa d’au moins 72 hétéronymes ou pseudonymes.;2018-09-25;9;2018
Kaiane Aldorino (photo), ancienne Miss Monde, est maire de Gibraltar.;2018-09-26;9;2018
Le Financial District de San Francisco est bâti sur les épaves des bateaux abandonnés par les forty-niners.;2018-09-26;9;2018
Le croiseur de bataille allemand SMS Seydlitz (photo) a pu rentrer au port par ses propres moyens après avoir encaissé huit obus de 381 mm, six de 343 mm, huit de 305 mm et une torpille durant la bataille du Jutland.;2018-09-26;9;2018
Pour le physicien Jean-Marc Lévy-Leblond, de même qu’il y a une critique d’art, il devrait exister une « critique de science ».;2018-09-26;9;2018
La commune autrichienne de Jungholz (carte) n’est reliée au reste du pays que par un point de la frontière austro-allemande.;2018-09-27;9;2018
L’expression « Métro, boulot, dodo » puise son origine dans un poème de Pierre Béarn.;2018-09-27;9;2018
Dans Tomb Raider : la révélation finale (1999), le personnage de Jean-Yves, adjuvant de Lara Croft, est inspiré d’un archéologue français (photo).;2018-09-27;9;2018
En 2015, la revue Sociétés publia par inadvertance un pastiche des écrits d’un de ses fondateurs, Michel Maffesoli.;2018-09-27;9;2018
La chanson de Charles Trenet L’Âme des poètes est un hommage au poète français Max Jacob, mort au camp de Drancy.;2018-09-28;9;2018
Dana Reizniece-Ozola (photo), ministre des Finances de Lettonie, est grand maître féminin d’échecs.;2018-09-28;9;2018
La sortie en France, le 28 septembre 1988, de La Dernière Tentation du Christ a déclenché une vague d’attentats dans des cinémas, dont l’un a fait 14 blessés.;2018-09-28;9;2018
Neuf des onze femmes figurant dans le Panthéon Nadar (lithographie), parmi les 250 écrivains et journalistes caricaturés en pied, sont représentées sous la forme de bustes disposés sur un plateau sur la tête d’Ernest Legouvé.;2018-09-28;9;2018
Les Onshino tabako (photo) étaient des cigarettes fabriquées spécialement à la main pour l’empereur du Japon et sa maison.;2018-09-29;9;2018
La représentation du dièse n’est pas « # ».;2018-09-29;9;2018
Après des siècles de confusion, l’ouverture d’une châsse à Chartres a enlevé sa chemise à la Vierge pour lui rendre son voile (photo).;2018-09-29;9;2018
Le Premier Empire était officiellement une république confiée à Napoléon Bonaparte, titré empereur des Français.;2018-09-29;9;2018
Ayant parfois un comportement de bipédie, la pieuvre Amphioctopus marginatus (photo) serait également « le premier cas connu d’utilisation d’un outil chez un invertébré ».;2018-09-30;9;2018
Nabokov traduisit lui-même son roman Lolita en russe, mais il fut très déçu du résultat.;2018-09-30;9;2018
À sa mort en 1975, Hercule Poirot (statuette) eut droit à sa nécrologie dans The New York Times.;2018-09-30;9;2018
On doit l’introduction de la notion de stress en médecine à l’endocrinologue Hans Selye, auteur en 1956 du Stress de la vie.;2018-09-30;9;2018
Selon une expression apparue dans les années 1960, les scientifiques doivent désormais « publier ou périr ».;2018-10-01;10;2018
Au XVIIe siècle, Pierre Marteau (photo) était le nom d’un éditeur fictif utilisé en France, en Allemagne et aux Pays-Bas pour se protéger de la censure et des poursuites.;2018-10-01;10;2018
Lorsque son mari, le président des États-Unis Woodrow Wilson, se trouva empêché par la maladie d’assurer ses fonctions, la Première dame Edith Wilson (portrait) assuma en secret une partie du pouvoir.;2018-10-01;10;2018
Le mathématicien du XVIe siècle Jérôme Cardan est mort à la date qu’il avait prédite en établissant son propre horoscope.;2018-10-01;10;2018
Le pèlerinage islamo-chrétien des Sept-Saints du Vieux-Marché (photo), dans les Côtes-d’Armor, n’honore pas les sept saints fondateurs de la Bretagne, mais les Sept Dormants d’Éphèse.;2018-10-02;10;2018
Plus aucun rhinocéros n’explose dans les dernières éditions de Tintin au Congo, sauf en français et en néerlandais.;2018-10-02;10;2018
Ludwig von Köchel (photo), auteur éponyme du catalogue des œuvres de Mozart, est aussi connu pour ses travaux de botanique, géologie et minéralogie.;2018-10-02;10;2018
La méthanation est la version artificielle de la méthanisation qui consiste en la production naturelle de méthane par des micro-organismes.;2018-10-02;10;2018
Sécrété par des glandes situées près de l’anus du castor (photo), le castoréum est utilisé comme additif alimentaire depuis le début du XXe siècle.;2018-10-03;10;2018
L’École de Mars, qui exista brièvement sous la Révolution française en 1794, avait pour objet de fournir les cadres de l’armée et de les former « à toutes les vertus républicaines ».;2018-10-03;10;2018
"Alex, un perroquet gris du Gabon (photo), possédait un vocabulaire d’environ 150 mots ; il pouvait compter jusqu’à six et distinguer sept couleurs et cinq formes.";2018-10-03;10;2018
Le traitement anti-sida préconisé par Manto Tshabalala-Msimang alors qu’elle était ministre de la santé d’Afrique du Sud lui a valu le surnom de « Dr Betterave ».;2018-10-03;10;2018
Le négationniste Robert Faurisson, avant d’être condamné pour contestation de crimes contre l’humanité, avait été brièvement incarcéré pour offense au chef de l’État, ayant déclaré qu’il « emmerd[ait] de Gaulle ».;2018-10-04;10;2018
Le penseur Günther Anders a reçu en 1983 le prix qui porte le nom de Theodor W. Adorno, lequel avait empêché son entrée dans la carrière universitaire un demi-siècle plus tôt.;2018-10-04;10;2018
Jusqu’en 1480, le pont d’Adam permettait de passer de l’Inde au Sri Lanka (carte) à pied.;2018-10-04;10;2018
En faisant des expériences pour transformer de l’urine en or, l’alchimiste Hennig Brand a découvert en 1669 le phosphore (tableau).;2018-10-04;10;2018
